Make:,Model:,Year:,Body type:,Exterior color:,Interior color:,Mileage:,VIN:,Price:,Dealer Name:,Dealer Address:,Trim:,Dealer's Price:,MSRP:,Location:,Transmission:,Exterior Color:,Interior Color:,Est. Gas Mileage*:,Battery Performance:,Engine:,Drivetrain:,Fuel Type:,Condition:,Cabin Size:,NHTSA Overall Safety Rating:
Jeep,Wrangler,2022.0,SUV / crossover,Silver,Black,1 mi,1C4HJXEN8NW246506,"$55,575",Gillman Jeep,"10575 W Sam Houston Pkwy S Houston, TX 77099",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black Clearcoat,Black,0 mi,1C4HJXFN8NW241966,"$55,640",Texan Chrysler Dodge Jeep Ram,"18555 Highway 59 North Humble, TX 77338",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Firecracker Red Clearcoat,Black,0 mi,1C4HJXEG3NW255101,"$55,888",Helfman Dodge Chrysler Jeep Ram,"7720 Katy Freeway Houston, TX 77024",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black Clearcoat,Black,0 mi,1C4HJXEGXNW255094,"$55,888",Helfman Dodge Chrysler Jeep Ram,"7720 Katy Freeway Houston, TX 77024",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Bright White Clearcoat,White (A7x9),,1C4HJXDGXNW226437,"$56,020",Tomball Dodge Chrysler Jeep,"23777 Highway 249 Tomball, TX 77375",Sport 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Firecracker Red Clearcoat,Brown (Heritage Tan/Black),0 mi,1C4HJXEG2NW264372,"$56,165",River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive Houston, TX 77098",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black Clearcoat,Black (D5x9),,1C4HJXFN0NW244859,"$56,230",Tomball Dodge Chrysler Jeep,"23777 Highway 249 Tomball, TX 77375",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Sting-Gray Clearcoat,Gray (A7x9),,1C4HJXDG6NW226435,"$56,415",Tomball Dodge Chrysler Jeep,"23777 Highway 249 Tomball, TX 77375",Sport 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Yellow (High Velocity Clearcoat),Black,,1C4HJXDG1NW226438,"$56,415",Tomball Dodge Chrysler Jeep,"23777 Highway 249 Tomball, TX 77375",,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Bright White Clearcoat,White (Klx9),,1C4HJXEG9NW118101,"$56,470",Tomball Dodge Chrysler Jeep,"23777 Highway 249 Tomball, TX 77375",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Bright White Clearcoat,Dark Saddle/Black,0 mi,1C4HJXEG6NW246599,"$56,888",Helfman Dodge Chrysler Jeep Ram,"7720 Katy Freeway Houston, TX 77024",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Bright White Clearcoat,Black,0 mi,1C4HJXDN0NW267884,"$56,888",Helfman Dodge Chrysler Jeep Ram,"7720 Katy Freeway Houston, TX 77024",Sport S 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Sting-Gray Clearcoat,Black,0 mi,1C4HJXEG0NW264838,"$56,888",Helfman Dodge Chrysler Jeep Ram,"7720 Katy Freeway Houston, TX 77024",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Bright White Clearcoat,Dark Saddle/Black,0 mi,1C4HJXEG3NW260315,"$57,365",River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive Houston, TX 77098",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Hydro Blue Pearlcoat,Black,0 mi,1C4HJXEG7NW260320,"$57,565",River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive Houston, TX 77098",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Bright White Clearcoat,Dark Saddle/Black,0 mi,1C4HJXFN1NW211899,"$58,240",River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive Houston, TX 77098",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Hydro Blue Pearl Coat,Black,5 mi,1C4HJXFG2NW233699,"$58,265",Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy Manvel, TX 77578",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Silver Zynith Clearcoat,Black,5 mi,1C4HJXEN7NW167604,"$58,280",Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy Manvel, TX 77578",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black Clearcoat,Black,0 mi,1C4HJXFG4NW266560,"$58,315",River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive Houston, TX 77098",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black Clearcoat,Dark Saddle/Black,0 mi,1C4HJXEG0NW187419,"$58,900",River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive Houston, TX 77098",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black Clearcoat,Black,0 mi,1C4HJXFN3NW250378,"$58,930",Texan Chrysler Dodge Jeep Ram,"18555 Highway 59 North Humble, TX 77338",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black Clearcoat,Black,,1C4HJXFN0NW240939,"$59,000",Texan Chrysler Dodge Jeep Ram,"18555 Highway 59 North Humble, TX 77338",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black Clearcoat,Dark Saddle/Black,0 mi,1C4HJXEG0NW236408,"$59,460",River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive Houston, TX 77098",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Yellow (High Velocity Clearcoat),Black,5 mi,1C4HJXDG5NW204328,"$59,605",Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy Manvel, TX 77578",,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Sting-Gray Clearcoat,Black,5 mi,1C4HJXFGXNW245857,"$59,705",Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy Manvel, TX 77578",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black Clearcoat,Black,0 mi,1C4HJXEG6NW185075,"$59,855",River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive Houston, TX 77098",Sahara Altitude 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Bright White Clearcoat,Black,0 mi,1C4HJXDG0NW246776,"$59,888",Helfman Dodge Chrysler Jeep Ram,"7720 Katy Freeway Houston, TX 77024",High Tide 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Bright White Clearcoat,Black,3 mi,1C4HJXFN9NW254371,"$60,780",Tomball Dodge Chrysler Jeep,"23777 Highway 249 Tomball, TX 77375",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Sarge Green Clearcoat,Black,0 mi,1C4JJXFG1NW222419,"$60,925",River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive Houston, TX 77098",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Bright White Clearcoat,Dark Saddle/Black,0 mi,1C4HJXFG5NW258211,"$61,140",Northwest Chrysler Jeep Dodge,"19616 Northwest Fwy Houston, TX 77065",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black,Black,0 mi,1C4HJXFN8NW243894,"$61,140",Bayshore Chrysler Jeep Dodge,"5225 I-10 East Baytown, TX 77521",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Sarge Green Clearcoat,Black,,1C4HJXFN7NW244857,"$61,175",Tomball Dodge Chrysler Jeep,"23777 Highway 249 Tomball, TX 77375",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black Clearcoat,Black,,1C4HJXFN7NW254370,"$62,125",Tomball Dodge Chrysler Jeep,"23777 Highway 249 Tomball, TX 77375",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Firecracker Red Clearcoat,Black,,1C4HJXFN0NW254372,"$62,125",Tomball Dodge Chrysler Jeep,"23777 Highway 249 Tomball, TX 77375",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Bright White Clearcoat,Black,0 mi,1C4JJXFM3NW211007,"$62,870",Texan Chrysler Dodge Jeep Ram,"18555 Highway 59 North Humble, TX 77338",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Sting-Gray Clearcoat,Black,0 mi,1C4HJXFG6NW209017,"$65,035",River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive Houston, TX 77098",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Gray (Granite Crystal Metallic Clearcoat),Black,2 mi,1C4HJXFG4NW213843,"$67,135",Northwest Chrysler Jeep Dodge,"19616 Northwest Fwy Houston, TX 77065",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Bright White Clearcoat,Black,5 mi,1C4JJXFG4NW214279,"$68,035",Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy Manvel, TX 77578",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Gray (Granite Crystal Metallic Clearcoat),Black,,1C4JJXFG3NW249914,"$68,210",Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy Manvel, TX 77578",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Sting-Gray Clearcoat,Black,0 mi,1C4JJXFG3NW207324,"$68,490",River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive Houston, TX 77098",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black Clearcoat,Black,0 mi,1C4HJXFG4NW231789,"$68,888",Helfman Dodge Chrysler Jeep Ram,"7720 Katy Freeway Houston, TX 77024",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Brown (Limited Edition Gobi Clearcoat),Dark Saddle/Black,0 mi,1C4HJXFG0NW267396,"$69,888",Helfman Dodge Chrysler Jeep Ram,"7720 Katy Freeway Houston, TX 77024",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black Clearcoat,Black,0 mi,1C4JJXFG7NW249527,"$71,155",River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive Houston, TX 77098",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2021.0,SUV / crossover,Black Clearcoat,Black,,1C4JJXSJ5MW753221,"$78,275",River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive Houston, TX 77098",Rubicon 392 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Hydro Blue Pearlcoat,Black,0 mi,1C4JJXSJ1NW235897,"$79,610",River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive Houston, TX 77098",Rubicon 392 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black Clearcoat,Black,0 mi,1C4JJXSJ6NW250380,"$82,095",Texan Chrysler Dodge Jeep Ram,"18555 Highway 59 North Humble, TX 77338",Rubicon 392 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Firecracker Red Clearcoat,Black,0 mi,1C4JJXSJ6NW220473,"$82,335",River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive Houston, TX 77098",Rubicon 392 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Sting-Gray Clearcoat,Black,0 mi,1C4JJXSJ5NW218665,"$82,610",Texan Chrysler Dodge Jeep Ram,"18555 Highway 59 North Humble, TX 77338",Rubicon 392 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2021.0,SUV / crossover,Red (Snazzberry Pearlcoat),Black,,1C4JJXSJ1MW752681,"$83,070",Texan Chrysler Dodge Jeep Ram,"18555 Highway 59 North Humble, TX 77338",Rubicon 392 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Bright White Clearcoat,Black,0 mi,1C4JJXSJ3NW214887,"$83,205",River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive Houston, TX 77098",Rubicon 392 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Hydro Blue Pearlcoat,Black,0 mi,1C4JJXSJXNW236353,"$83,675",River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive Houston, TX 77098",Rubicon 392 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Gray (Granite Crystal Metallic Clearcoat),Black,0 mi,1C4JJXSJ9NW222427,"$84,000",River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive Houston, TX 77098",Rubicon 392 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Bright White Clearcoat,Black,0 mi,1C4JJXSJ6NW230260,"$86,010",River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive Houston, TX 77098",Rubicon 392 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Sarge Green Clearcoat,Black,0 mi,1C4JJXSJ9NW185122,"$87,615",River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive Houston, TX 77098",Rubicon 392 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Gray (Granite Crystal Metallic Clearcoat),Black,0 mi,1C4JJXSJ1NW260590,"$87,665",River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive Houston, TX 77098",Rubicon 392 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Gray (Granite Crystal Metallic Clearcoat),Black,0 mi,1C4JJXSJ7NW190349,"$87,810",River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive Houston, TX 77098",Rubicon 392 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Sarge Green Clearcoat,Black,0 mi,1C4JJXSJ2NW172261,"$87,940",River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive Houston, TX 77098",Rubicon 392 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Gray (Granite Crystal Metallic Clearcoat),Black,0 mi,1C4JJXSJXNW161072,"$91,840",River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive Houston, TX 77098",Rubicon 392 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2021.0,SUV / crossover,,,0 mi,1C4HJXFG0MW593570,4WD,River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive Houston, TX 77098",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2021.0,SUV / crossover,,,0 mi,1C4HJXDN5MW567743,Unlimited,River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive Houston, TX 77098",,,,,,,,,,,,,,,
Jeep,Wrangler,2021.0,SUV / crossover,,,0 mi,1C4JJXFM2MW662668,4WD,River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive Houston, TX 77098",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2021.0,SUV / crossover,Bright White Clearcoat,Black,0 mi,1C4HJXDG9MW782320,4WD,River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive Houston, TX 77098",Sport Altitude 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,,,0 mi,1C4HJXDM9NW149338,4WD,River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive Houston, TX 77098",Willys 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black Clearcoat,Black,2 mi,1C4HJXEG5NW123019,4WD,Ron Carter Chrysler Dodge Jeep RAM,"3005 FM 528 Rd Alvin, TX 77511",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Bright White Clearcoat,Black,5 mi,1C4HJXEN3NW270731,4WD,DeMontrond Chrysler Dodge Jeep Ram in Conroe,"888 1-45 S. Conroe, TX 77304",Sahara Altitude 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Red,Black,21 mi,1C4HJXDM5NW149952,4WD,Gillman Jeep,"10575 W Sam Houston Pkwy S Houston, TX 77099",Willys 4WD,,,,,,,,,,,,,,
,Wrangler,,,,,0 miles,1C4JJXP64NW275797,"$54,880",Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy<br>Houston, TX 77079",,"$54,880","$58,280","Houston, TX
18 mi away",8-Speed Automatic,Sting-Gray,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,0 miles,1C4JJXP64NW275797,"$54,880",Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy<br>Houston, TX 77079",,"$54,880","$58,280","Houston, TX
18 mi away",8-Speed Automatic,Sting-Gray,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,---,1C4JJXP68NW260722,"$55,084",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",,"$54,887","$56,980","Lake Charles, LA
134 mi away",8-Speed Automatic,Bright White Clearcoat,Dark Saddle/Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,---,1C4JJXP65NW239486,"$55,170",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",,"$54,973","$57,075","Lake Charles, LA
134 mi away",8-Speed Automatic,Hydro Blue Pearl Coat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,---,1C4JJXP69NW271678,"$55,178",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",,"$54,981","$57,085","Lake Charles, LA
134 mi away",8-Speed Automatic,Bright White Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,0 miles,1C4JJXP60NW275795,"$55,485",Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy<br>Houston, TX 77079",,"$55,485","$58,885","Houston, TX
18 mi away",8-Speed Automatic,Bright White,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,---,1C4JJXP62NW239686,"$55,624",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",,"$55,427","$57,580","Lake Charles, LA
134 mi away",8-Speed Automatic,Brown (Limited Edition Gobi Clearcoat),Dark Saddle/Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,0 miles,1C4JJXP69NW275794,"$55,880",Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy<br>Houston, TX 77079",,"$55,880","$59,280","Houston, TX
18 mi away",8-Speed Automatic,Black,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,---,1C4JJXP67NW271677,"$56,921",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",,"$56,724","$57,885","Lake Charles, LA
134 mi away",8-Speed Automatic,Bright White Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,2 miles,1C4JJXP62NW177898,"$57,085",Northwest Chrysler Jeep Dodge,"19616 Northwest Fwy<br>Houston, TX 77065",,"$57,085","$57,085","Houston, TX
24 mi away",Automatic,Bright White Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,---,1C4JJXP60NW276283,"$57,275",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",,"$57,078","$58,280","Lake Charles, LA
134 mi away",8-Speed Automatic,Bright White Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,---,1C4JJXP61NW153298,"$57,460",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",,"$57,263","$59,620","Lake Charles, LA
134 mi away",8-Speed Automatic,Gray (Granite Crystal Metallic Clearcoat),Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,0 miles,1C4JJXP64NW205281,"$57,475",Texan Chrysler Dodge Jeep Ram,"18555 Highway 59 North<br>Humble, TX 77338",,"$57,475","$58,975","Humble, TX
22 mi away",Automatic,Yellow (High Velocity Clearcoat),Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,0 miles,1C4JJXP65NW197997,"$57,880",Texan Chrysler Dodge Jeep Ram,"18555 Highway 59 North<br>Humble, TX 77338",,"$57,880","$59,380","Humble, TX
22 mi away",Automatic,Bright White Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,0 miles,1C4JJXP66NW227976,"$57,975",Texan Chrysler Dodge Jeep Ram,"18555 Highway 59 North<br>Humble, TX 77338",,"$57,975","$59,475","Humble, TX
22 mi away",Automatic,Sting-Gray Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,0 miles,1C4JJXP62NW227974,"$57,975",Texan Chrysler Dodge Jeep Ram,"18555 Highway 59 North<br>Humble, TX 77338",,"$57,975","$59,475","Humble, TX
22 mi away",Automatic,Gray (Granite Crystal Metallic Clearcoat),Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,10 miles,1C4JJXP65NW114696,"$58,230",Ron Carter Chrysler Jeep Dodge of League City,"3535 Gulf Freeway South<br>Dickinson, TX 77539",,"$58,230",Not Provided,"Dickinson, TX
21 mi away",8-Speed Automatic,Bright White Clearcoat,,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,0 miles,1C4JJXP67NW197998,"$58,275",Texan Chrysler Dodge Jeep Ram,"18555 Highway 59 North<br>Humble, TX 77338",,"$58,275","$59,775","Humble, TX
22 mi away",Automatic,Sting-Gray Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,11 miles,1C4JJXP66NW227931,"$58,380",Ron Carter Chrysler Jeep Dodge of League City,"3535 Gulf Freeway South<br>Dickinson, TX 77539",,"$58,380",Not Provided,"Dickinson, TX
21 mi away",8-Speed Automatic,Bright White Clearcoat,,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,10 miles,1C4JJXP63NW114695,"$58,625",Ron Carter Chrysler Jeep Dodge of League City,"3535 Gulf Freeway South<br>Dickinson, TX 77539",,"$58,625",Not Provided,"Dickinson, TX
21 mi away",8-Speed Automatic,Black Clearcoat,,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,---,1C4JJXP65NW233834,"$58,814",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",,"$58,617","$61,125","Lake Charles, LA
134 mi away",8-Speed Automatic,Brown (Limited Edition Gobi Clearcoat),Dark Saddle/Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,0 miles,1C4JJXP64NW278232,"$58,885",Texan Chrysler Dodge Jeep Ram,"18555 Highway 59 North<br>Humble, TX 77338",,"$58,885","$60,385","Humble, TX
22 mi away",Automatic,Black Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,0 miles,1C4JJXP60NW279829,"$58,970",Texan Chrysler Dodge Jeep Ram,"18555 Highway 59 North<br>Humble, TX 77338",,"$58,970","$60,470","Humble, TX
22 mi away",Automatic,Black Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,25 miles,1C4JJXP60NW177883,"$59,026",Premier CDJR of Lamesa,"1611 Lubbock Hwy<br>Lamesa, TX 79331",,"$58,580","$58,580","Lamesa, TX
445 mi away",8-Speed Automatic,Bright White Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,1 miles,1C4JJXP6XNW198191,"$59,070",Big Star Chrysler Jeep Dodge RAM Fiat Clear Lake,"15711 Gulf Fwy<br>Webster, TX 77598",,"$59,070","$59,070","Webster, TX
11 mi away",Automatic,Sarge Green Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
