Make:,Model:,Year:,Mileage:,VIN:,Price:,Dealer Name:,Dealer Address:,Dealer's Price:,MSRP:,Location:,Transmission:,Interior Color:,Est. Gas Mileage*:,Battery Performance:,Engine:,Drivetrain:,Fuel Type:,Condition:,Cabin Size:,NHTSA Overall Safety Rating:
,Maverick,,10 miles,3FTTW8F96NRA66348,"$31,855",Maxwell Ford,"5000 South IH-35<br>Austin, TX 78745","$31,855","$31,855","Austin, TX
3 mi away",Automatic,,"22 MPG City
29 MPG Highway
25 MPG Combined",,250 hp 2L I4,All-Wheel Drive,Gasoline,New,Crew Cab,
,Maverick,,0 miles,3FTTW8F96NRA78323,"$32,284",Vernon Ford,"2803 Wilbarger St<br>Vernon, TX 76384","$31,855","$31,855","Vernon, TX
285 mi away",Automatic,Blue (Navy Pier/Medium Slate),"22 MPG City
29 MPG Highway
25 MPG Combined",,250 hp 2L I4,All-Wheel Drive,Gasoline,New,Crew Cab,
,Maverick,,193 miles,3FTTW8F98NRA45047,"$41,990",Carvana,"2803 Wilbarger St<br>Vernon, TX 76384","$41,990",Not Provided,,8-Speed Automatic,Gray,"22 MPG City
29 MPG Highway
25 MPG Combined",,250 hp 2L I4,All-Wheel Drive,Gasoline,New,Crew Cab,
,Maverick,,229 miles,3FTTW8F99NRA41511,"$42,990",Carvana,"2803 Wilbarger St<br>Vernon, TX 76384","$42,990",Not Provided,,8-Speed Automatic,Black,"22 MPG City
29 MPG Highway
25 MPG Combined",,250 hp 2L I4,All-Wheel Drive,Gasoline,New,Crew Cab,
,Maverick,,58 miles,3FTTW8F98NRA53665,"$43,590",Carvana,"2803 Wilbarger St<br>Vernon, TX 76384","$43,590",Not Provided,,8-Speed Automatic,Gray,"22 MPG City
29 MPG Highway
25 MPG Combined",,250 hp 2L I4,All-Wheel Drive,Gasoline,New,Crew Cab,
,Hummer,,13 miles,1GT40FDA3NU100794,"$112,839",Sterling McCall Buick GMC,"10422 Southwest Fwy Building D<br>Houston, TX 77074","$112,839","$112,839","Houston, TX
138 mi away",Automatic,Lunar Horizon (Jet Black/Light Grey),,"16 hr charge time, 329 mi range",,All-Wheel Drive,Electric,New,Crew Cab,
,Hummer,,11 miles,1GT40FDA6NU100305,"$114,590",Sterling McCall Buick GMC,"10422 Southwest Fwy Building D<br>Houston, TX 77074","$114,590","$114,590","Houston, TX
138 mi away",Automatic,Lunar Horizon (Jet Black/Light Grey),,"16 hr charge time, 329 mi range",,All-Wheel Drive,Electric,New,Crew Cab,
,Hummer,,0 miles,1GT40FDAXNU100517,"$115,139",Sterling McCall Buick GMC,"10422 Southwest Fwy Building D<br>Houston, TX 77074","$115,139","$115,139","Olathe, KS
620 mi away",1-Speed Automatic,Lunar Horizon (Jet Black/light Grey) Premium Leath,,"16 hr charge time, 329 mi range",,All-Wheel Drive,Electric,New,Crew Cab,
,Hummer,,3 miles,1GT40FDA3NU100729,"$115,139",Sterling McCall Buick GMC,"10422 Southwest Fwy Building D<br>Houston, TX 77074","$115,139",Not Provided,"Dover, DE
1,399 mi away",1-Speed Automatic,Lunar Horizon (Jet Black/Light Grey),,"16 hr charge time, 329 mi range",,All-Wheel Drive,Electric,New,Crew Cab,
,Hummer,,11 miles,1GT40FDA1NU100552,"$115,139",Sterling McCall Buick GMC,"10422 Southwest Fwy Building D<br>Houston, TX 77074","$115,139","$115,139","Houston, TX
138 mi away",Automatic,Lunar Horizon (Jet Black/Light Grey),,"16 hr charge time, 329 mi range",,All-Wheel Drive,Electric,New,Crew Cab,
,Hummer,,11 miles,1GT40FDA4NU100674,"$115,139",Sterling McCall Buick GMC,"10422 Southwest Fwy Building D<br>Houston, TX 77074","$115,139","$115,139","Houston, TX
138 mi away",Automatic,Lunar Horizon (Jet Black/Light Grey),,"16 hr charge time, 329 mi range",,All-Wheel Drive,Electric,New,Crew Cab,
,Hummer,,13 miles,1GT40FDA4NU100688,"$115,139",Sterling McCall Buick GMC,"10422 Southwest Fwy Building D<br>Houston, TX 77074","$115,139","$115,139","Houston, TX
138 mi away",Automatic,Lunar Horizon (Jet Black/Light Grey),,"16 hr charge time, 329 mi range",,All-Wheel Drive,Electric,New,Crew Cab,
,Hummer,,5 miles,1GT40FDA3NU100407,"$115,439",Sterling McCall Buick GMC,"10422 Southwest Fwy Building D<br>Houston, TX 77074","$115,439","$115,439","Houston, TX
138 mi away",Automatic,Lunar Horizon (Jet Black/Light Grey),,"16 hr charge time, 329 mi range",,All-Wheel Drive,Electric,New,Crew Cab,
,Blazer,,0 miles,3GNKBCR40NS202323,"$34,100",Neessen Chevrolet Buick GMC Truck,"2007 S US Highway 77 Byp<br>Kingsville, TX 78363","$34,100","$35,350","Kingsville, TX
190 mi away",Automatic,Black,"22 MPG City
29 MPG Highway
25 MPG Combined",,228 hp 2L I4,Front-Wheel Drive,Gasoline,New,,
,Blazer,,2 miles,3GNKBCR43NS200923,"$37,179",Freestone Autoplex,"1201 Hwy 84 West<br>Fairfield, TX 75840","$36,961","$37,950","Fairfield, TX
138 mi away",9-Speed Automatic Overdrive,Jet Black,,,228 hp 2L I4,Front-Wheel Drive,Gasoline,New,,
,Blazer,,13 miles,3GNKBDRS0NS175435,"$43,515",Coleman Chevrolet,"510 Addison St<br>New Boston, TX 75570","$43,219","$40,220","New Boston, TX
298 mi away",9-Speed Automatic Overdrive,Jet Black,,,308 hp 3.6L V6,Front-Wheel Drive,Gasoline,New,,
,Blazer,,2 miles,3GNKBFRS5NS189150,"$42,330",Westside Chevrolet,"23001 Katy Fwy<br>Katy, TX 77450","$42,141","$43,040","Katy, TX
124 mi away",Automatic,,"19 MPG City
27 MPG Highway
22 MPG Combined",,308 hp 3.6L V6,Front-Wheel Drive,Gasoline,New,,
,Blazer,,2 miles,3GNKBERS4NS145909,"$43,652",Classic Chevrolet of Houston,"7000 Southwest Fwy<br>Houston, TX 77074","$43,442","$44,980","Houston, TX
140 mi away",9-Speed Automatic Overdrive,Jet Black,,,308 hp 3.6L V6,Front-Wheel Drive,Gasoline,New,,
,Blazer,,0 miles,3GNKBERSXNS185184,"$44,355",Capitol Chevrolet,"6200 S I H 35<br>Austin, TX 78745","$44,355","$45,605","Austin, TX
3 mi away",Automatic,"Jet Black, Perforated Leather-Appointed seat trim","19 MPG City
27 MPG Highway
22 MPG Combined",,308 hp 3.6L V6,Front-Wheel Drive,Gasoline,New,,
,Blazer,,271 miles,3GNKBJRS1NS124962,"$44,990",Carvana,"6200 S I H 35<br>Austin, TX 78745","$44,990",Not Provided,,9-Speed Automatic Overdrive,Black,,,308 hp 3.6L V6,All-Wheel Drive,Gasoline,New,,
,Blazer,,5 miles,3GNKBERS2NS200339,"$46,885",Four Stars Auto Ranch Chevrolet Buick,"262 US HWY 287 S<br>Henrietta, TX 76365","$46,885","$46,885","Henrietta, TX
248 mi away",9-Speed Automatic Overdrive,Jet Black,,,308 hp 3.6L V6,Front-Wheel Drive,Gasoline,New,,
,Blazer,,7 miles,3GNKBERS4NS143769,"$47,465",Coleman Chevrolet,"510 Addison St<br>New Boston, TX 75570","$47,169","$44,870","New Boston, TX
298 mi away",9-Speed Automatic Overdrive,Jet Black,,,308 hp 3.6L V6,Front-Wheel Drive,Gasoline,New,,
,Blazer,,2 miles,3GNKBERS2NS203029,"$47,670",El Dorado Chevrolet,"2300 North Central Expressway<br>Mckinney, TX 75070","$47,670","$47,670","Mckinney, TX
213 mi away",9-Speed Automatic Overdrive,Jet Black,,,308 hp 3.6L V6,Front-Wheel Drive,Gasoline,New,,
,Blazer,,10 miles,3GNKBERS8NS196409,"$46,725","Gunn Chevrolet, Ltd.","16550 Interstate 35 N<br>Selma, TX 78154","$46,725","$45,975","Selma, TX
55 mi away",Automatic,Jet Black,"19 MPG City
27 MPG Highway
22 MPG Combined",,308 hp 3.6L V6,Front-Wheel Drive,Gasoline,New,,
,Blazer,,10 miles,3GNKBERS7NS196885,"$47,275","Gunn Chevrolet, Ltd.","16550 Interstate 35 N<br>Selma, TX 78154","$47,275","$46,525","Selma, TX
55 mi away",Automatic,Jet Black,"19 MPG City
27 MPG Highway
22 MPG Combined",,308 hp 3.6L V6,Front-Wheel Drive,Gasoline,New,,
,Blazer,,10 miles,3GNKBERS2NS196860,"$47,850","Gunn Chevrolet, Ltd.","16550 Interstate 35 N<br>Selma, TX 78154","$47,850","$47,520","Selma, TX
55 mi away",Automatic,Jet Black,"19 MPG City
27 MPG Highway
22 MPG Combined",,308 hp 3.6L V6,Front-Wheel Drive,Gasoline,New,,
,Blazer,,0 miles,3GNKBCR41NS202217,FWD,"Covert Chevrolet, Buick, GMC-Bastrop","702 State Highway 71 W<br>Bastrop, TX 78602",No Price Listed,Not Provided,"Bastrop, TX
27 mi away",Automatic,Jet Black,"22 MPG City
29 MPG Highway
25 MPG Combined",,228 hp 2L I4,Front-Wheel Drive,Gasoline,New,,
,Blazer,,0 miles,3GNKBCR42NS202095,FWD,"Covert Chevrolet, Buick, GMC-Bastrop","702 State Highway 71 W<br>Bastrop, TX 78602",No Price Listed,Not Provided,"Bastrop, TX
27 mi away",Automatic,Jet Black,"22 MPG City
29 MPG Highway
25 MPG Combined",,228 hp 2L I4,Front-Wheel Drive,Gasoline,New,,
,Blazer,,1 miles,3GNKBCR49NS198479,FWD,ValMark Chevrolet,"725 S Ih 35<br>New Braunfels, TX 78130",No Price Listed,"$37,670","New Braunfels, TX
43 mi away",9-Speed Automatic Overdrive,Jet Black,,,228 hp 2L I4,Front-Wheel Drive,Gasoline,New,,
,Blazer,,5 miles,3GNKBERS3NS194860,FWD,ValMark Chevrolet,"725 S Ih 35<br>New Braunfels, TX 78130",No Price Listed,"$46,910","New Braunfels, TX
43 mi away",9-Speed Automatic Overdrive,Jet Black,,,308 hp 3.6L V6,Front-Wheel Drive,Gasoline,New,,
,Wrangler,,7 miles,1C4HJXCG7NW225733,"$50,190",Covert Chrysler Dodge Jeep Ram-Austin,"8107 Research Blvd<br>Austin, TX 78758","$50,190","$50,190","Austin, TX
8 mi away",Automatic,Black,"18 MPG City
23 MPG Highway
20 MPG Combined",,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,7 miles,1C4HJXCN5NW225728,"$47,945",Covert Chrysler Dodge Jeep Ram-Austin,"8107 Research Blvd<br>Austin, TX 78758","$47,945","$47,945","Austin, TX
8 mi away",Automatic,Black,"22 MPG City
24 MPG Highway
22 MPG Combined",,270 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4GJXAN0NW257291,"$34,175",Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy<br>Houston, TX 77079","$34,175","$37,275","Houston, TX
134 mi away",8-Speed Automatic,Black,"22 MPG City
24 MPG Highway
22 MPG Combined",,270 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,10 miles,1C4GJXAG4NW237157,"$37,940",Nyle Maxwell CDJR Austin,"13817 U.S. 183<br>Austin, TX 78750","$37,940","$37,940","Austin, TX
16 mi away",8-Speed Automatic,Black,"18 MPG City
23 MPG Highway
20 MPG Combined",,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,11 miles,1C4HJXAG9NW180572,"$38,560",San Marcos Chrysler Dodge,"2990 I-35 S<br>San Marcos, TX 78666","$38,560","$38,560","San Marcos, TX
30 mi away",8-Speed Automatic,Black,"18 MPG City
23 MPG Highway
20 MPG Combined",,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,15 miles,1C4HJXAG3NW194869,"$38,962",Premier CDJR of Lamesa,"1611 Lubbock Hwy<br>Lamesa, TX 79331","$38,660","$38,660","Lamesa, TX
301 mi away",8-Speed Automatic,Black,"18 MPG City
23 MPG Highway
20 MPG Combined",,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,10 miles,1C4HJXAG1NW235113,"$39,200",Nyle Maxwell CDJR Austin,"13817 U.S. 183<br>Austin, TX 78750","$39,200","$39,200","Austin, TX
16 mi away",8-Speed Automatic,Black,"18 MPG City
23 MPG Highway
20 MPG Combined",,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4HJXAG9NW272555,"$39,370",San Marcos Chrysler Dodge,"2990 I-35 S<br>San Marcos, TX 78666","$39,370","$39,370","San Marcos, TX
30 mi away",8-Speed Automatic,Black,"18 MPG City
23 MPG Highway
20 MPG Combined",,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,273 miles,1C4GJXAG4MW759639,"$39,590",Carvana,"2990 I-35 S<br>San Marcos, TX 78666","$39,590",Not Provided,,6-Speed Manual,Black,"17 MPG City
25 MPG Highway
20 MPG Combined",,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,10 miles,1C4GJXAG7NW211622,"$39,685",Nyle Maxwell CDJR Austin,"13817 U.S. 183<br>Austin, TX 78750","$39,685","$39,685","Austin, TX
16 mi away",6-Speed Manual,Black,"17 MPG City
25 MPG Highway
20 MPG Combined",,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4HJXAG7NW262882,"$39,768",Neessen Chrysler Dodge Jeep Ram,"2151 N US Highway 77 Byp<br>Kingsville, TX 78363","$39,575","$39,575","Kingsville, TX
187 mi away",Automatic,,"18 MPG City
23 MPG Highway
20 MPG Combined",,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4HJXAG1NW196006,"$40,620",Sames Bastrop CDJ,"1586 Hwy 71 West<br>Cedar Creek, TX 78612","$40,620","$40,620","Cedar Creek, TX
18 mi away",8-Speed Automatic Overdrive,,,,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,2 miles,1C4GJXANXNW223827,"$41,128",Freestone Autoplex,"1201 Hwy 84 West<br>Fairfield, TX 75840","$40,910","$39,910","Fairfield, TX
138 mi away",8-Speed Automatic,Black,"22 MPG City
24 MPG Highway
22 MPG Combined",,270 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,11 miles,1C4GJXAG2NW175094,"$41,175",Nyle Maxwell CDJR Austin,"13817 U.S. 183<br>Austin, TX 78750","$41,175","$41,175","Austin, TX
16 mi away",8-Speed Automatic,Black,"18 MPG City
23 MPG Highway
20 MPG Combined",,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,15 miles,1C4HJXAG2NW181210,"$41,180","Steele CJDR Lockhart, LLC","2000 S Colorado St<br>Lockhart, TX 78644","$41,180","$41,180","Lockhart, TX
27 mi away",Automatic,Black (A7X9),"18 MPG City
23 MPG Highway
20 MPG Combined",,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,2 miles,1C4GJXAN8NW223826,"$41,523",Freestone Autoplex,"1201 Hwy 84 West<br>Fairfield, TX 75840","$41,305","$40,305","Fairfield, TX
138 mi away",8-Speed Automatic,Black,"22 MPG City
24 MPG Highway
22 MPG Combined",,270 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,2 miles,1C4GJXAN1NW223828,"$41,523",Freestone Autoplex,"1201 Hwy 84 West<br>Fairfield, TX 75840","$41,305","$40,305","Fairfield, TX
138 mi away",8-Speed Automatic,Black,"22 MPG City
24 MPG Highway
22 MPG Combined",,270 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,24 miles,1C4GJXAN6NW195850,"$42,270",Nyle Maxwell CDJR Austin,"13817 U.S. 183<br>Austin, TX 78750","$42,270","$42,270","Austin, TX
16 mi away",8-Speed Automatic,Black,"22 MPG City
24 MPG Highway
22 MPG Combined",,270 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,7 miles,1C4GJXAG3NW175069,"$42,740",Covert Chrysler Dodge Jeep Ram-Austin,"8107 Research Blvd<br>Austin, TX 78758","$42,740","$42,740","Austin, TX
8 mi away",Automatic,Black,"18 MPG City
23 MPG Highway
20 MPG Combined",,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,7 miles,1C4GJXAG1NW175071,"$42,740",Covert Chrysler Dodge Jeep Ram-Austin,"8107 Research Blvd<br>Austin, TX 78758","$42,740","$42,740","Austin, TX
8 mi away",Automatic,Black,"18 MPG City
23 MPG Highway
20 MPG Combined",,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4HJXAG1NW242112,"$43,449",San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35<br>San Antonio, TX 78233","$43,250","$43,250","San Antonio, TX
60 mi away",Automatic,Black,"18 MPG City
23 MPG Highway
20 MPG Combined",,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,10 miles,1C4GJXAN3NW233101,"$44,300",Nyle Maxwell CDJR Austin,"13817 U.S. 183<br>Austin, TX 78750","$44,300","$44,300","Austin, TX
16 mi away",8-Speed Automatic,Black,"22 MPG City
24 MPG Highway
22 MPG Combined",,270 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,12 miles,1C4HJXAG8NW235481,"$44,336",Foundation Chrysler Dodge Jeep Ram - Wichita Falls,"2900 Old Jacksboro Hwy<br>Wichita Falls, TX 76302","$43,955","$40,220","Wichita Falls, TX
255 mi away",Automatic,Black,"18 MPG City
23 MPG Highway
20 MPG Combined",,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,2 miles,1C4GJXANXNW223830,"$44,378",Freestone Autoplex,"1201 Hwy 84 West<br>Fairfield, TX 75840","$44,160","$43,160","Fairfield, TX
138 mi away",8-Speed Automatic,Black,"22 MPG City
24 MPG Highway
22 MPG Combined",,270 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,2 miles,1C4GJXAG1NW223829,"$44,483",Freestone Autoplex,"1201 Hwy 84 West<br>Fairfield, TX 75840","$44,265","$43,265","Fairfield, TX
138 mi away",8-Speed Automatic,Black,"18 MPG City
23 MPG Highway
20 MPG Combined",,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4HJXAG2NW180879,"$45,780",Sames Bastrop CDJ,"1586 Hwy 71 West<br>Cedar Creek, TX 78612","$45,780","$45,780","Cedar Creek, TX
18 mi away",8-Speed Automatic Overdrive,,,,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4HJXAG0NW180878,"$45,780",Sames Bastrop CDJ,"1586 Hwy 71 West<br>Cedar Creek, TX 78612","$45,780","$45,780","Cedar Creek, TX
18 mi away",8-Speed Automatic Overdrive,,,,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4HJXAG9NW180877,"$45,780",Sames Bastrop CDJ,"1586 Hwy 71 West<br>Cedar Creek, TX 78612","$45,780","$45,780","Cedar Creek, TX
18 mi away",8-Speed Automatic Overdrive,,,,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,6 miles,1C4HJXCG2NW201906,"$46,344",Frisco Chrysler Dodge Jeep Ram,"9640 State Highway 121<br>Frisco, TX 75035","$45,945","$45,945","Frisco, TX
206 mi away",Manual,Black,"17 MPG City
25 MPG Highway
20 MPG Combined",,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,7 miles,1C4HJXCN7NW225729,"$47,550",Covert Chrysler Dodge Jeep Ram-Austin,"8107 Research Blvd<br>Austin, TX 78758","$47,550","$47,550","Austin, TX
8 mi away",Automatic,Black,"22 MPG City
24 MPG Highway
22 MPG Combined",,270 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,7 miles,1C4HJXCN5NW225728,"$47,945",Covert Chrysler Dodge Jeep Ram-Austin,"8107 Research Blvd<br>Austin, TX 78758","$47,945","$47,945","Austin, TX
8 mi away",Automatic,Black,"22 MPG City
24 MPG Highway
22 MPG Combined",,270 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,7 miles,1C4HJXCG7NW225733,"$50,190",Covert Chrysler Dodge Jeep Ram-Austin,"8107 Research Blvd<br>Austin, TX 78758","$50,190","$50,190","Austin, TX
8 mi away",Automatic,Black,"18 MPG City
23 MPG Highway
20 MPG Combined",,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,---,1C4GJXAG5NW259605,"$50,525",South Point Dodge Chrysler Jeep,"5210 IH-35 South<br>Austin, TX 78745","$50,525","$50,525","Austin, TX
3 mi away",8-Speed Automatic,Black,"18 MPG City
23 MPG Highway
20 MPG Combined",,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4HJXCN0NW196137,"$50,934",Frisco Chrysler Dodge Jeep Ram,"9640 State Highway 121<br>Frisco, TX 75035","$50,535","$50,535","Frisco, TX
206 mi away",Automatic,Black,"22 MPG City
24 MPG Highway
22 MPG Combined",,270 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,15 miles,1C4HJXCG4NW180850,"$51,292",Premier CDJR of Lamesa,"1611 Lubbock Hwy<br>Lamesa, TX 79331","$50,990","$50,990","Lamesa, TX
301 mi away",8-Speed Automatic,Black,"18 MPG City
23 MPG Highway
20 MPG Combined",,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,---,1C4HJXCN0NW196011,"$58,305",South Point Dodge Chrysler Jeep,"5210 IH-35 South<br>Austin, TX 78745","$58,305","$58,305","Austin, TX
3 mi away",8-Speed Automatic,Black,"22 MPG City
24 MPG Highway
22 MPG Combined",,270 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,7 miles,1C4HJXDG9NW120514,"$51,870",Covert Chrysler Dodge Jeep Ram-Austin,"8107 Research Blvd<br>Austin, TX 78758","$51,870","$51,870","Austin, TX
8 mi away",Automatic,Black,"18 MPG City
23 MPG Highway
20 MPG Combined",,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4HJXDN2NW231419,"$36,465",Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy<br>Houston, TX 77079","$36,465","$39,565","Houston, TX
134 mi away",8-Speed Automatic,Black,"21 MPG City
24 MPG Highway
22 MPG Combined",,270 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4HJXDN9NW231417,"$36,465",Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy<br>Houston, TX 77079","$36,465","$39,565","Houston, TX
134 mi away",8-Speed Automatic,Black,"21 MPG City
24 MPG Highway
22 MPG Combined",,270 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4HJXDNXNW252230,"$39,270",Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy<br>Houston, TX 77079","$39,270","$42,370","Houston, TX
134 mi away",8-Speed Automatic,Brown (Heritage Tan/Black),"21 MPG City
24 MPG Highway
22 MPG Combined",,270 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4HJXDN1NW243593,"$39,615",Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy<br>Houston, TX 77079","$39,615","$42,715","Houston, TX
134 mi away",8-Speed Automatic,Black,"21 MPG City
24 MPG Highway
22 MPG Combined",,270 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4HJXDNXNW252227,"$39,665",Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy<br>Houston, TX 77079","$39,665","$42,765","Houston, TX
134 mi away",8-Speed Automatic,Black,"21 MPG City
24 MPG Highway
22 MPG Combined",,270 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,1 miles,1C4HJXDN3NW252232,"$41,609",Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy<br>Houston, TX 77079","$41,609","$42,765","Houston, TX
134 mi away",8-Speed Automatic,Brown (Heritage Tan/Black),"21 MPG City
24 MPG Highway
22 MPG Combined",,270 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4HJXDG1NW240629,"$39,885",Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy<br>Houston, TX 77079","$39,885","$42,985","Houston, TX
134 mi away",8-Speed Automatic,Brown (Heritage Tan/Black),"18 MPG City
23 MPG Highway
20 MPG Combined",,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4HJXDN5NW243595,"$39,965",Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy<br>Houston, TX 77079","$39,965","$43,065","Houston, TX
134 mi away",8-Speed Automatic,Black,"21 MPG City
24 MPG Highway
22 MPG Combined",,270 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4HJXDN1NW253881,"$40,259",San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35<br>San Antonio, TX 78233","$40,060","$40,060","San Antonio, TX
60 mi away",Automatic,Black,,,,Four-Wheel Drive,,New,,
,Wrangler,,0 miles,1C4HJXDN3NW253882,"$40,259",San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35<br>San Antonio, TX 78233","$40,060","$40,060","San Antonio, TX
60 mi away",Automatic,Black,,,,Four-Wheel Drive,,New,,
,Wrangler,,0 miles,1C4JJXP64NW275797,"$54,880",Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy<br>Houston, TX 77079","$54,880","$58,280","Houston, TX
18 mi away",8-Speed Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4JJXP64NW275797,"$54,880",Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy<br>Houston, TX 77079","$54,880","$58,280","Houston, TX
18 mi away",8-Speed Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4JJXP60NW275795,"$55,485",Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy<br>Houston, TX 77079","$55,485","$58,885","Houston, TX
18 mi away",8-Speed Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4JJXP69NW275794,"$55,880",Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy<br>Houston, TX 77079","$55,880","$59,280","Houston, TX
18 mi away",8-Speed Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,2 miles,1C4JJXP62NW177898,"$57,085",Northwest Chrysler Jeep Dodge,"19616 Northwest Fwy<br>Houston, TX 77065","$57,085","$57,085","Houston, TX
24 mi away",Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
